model,accuracy,balanced_accuracy,macro_f1,weighted_f1
rf_regularized_450,0.6680623875224955,0.6218677910645499,0.6119077910602514,0.6703052391155878
rf_balanced_300,0.665242951409718,0.624327811170741,0.6118948436283632,0.6691768625951177
rf_balanced_500,0.6639352129574085,0.609241204211892,0.6025285987564896,0.6635821202561988
