rule_id,antecedent_product_ids,consequent_product_ids,antecedent_product_names,consequent_product_names,support,confidence,lift,leverage,conviction
1,"1516, 2928",1996,E/H Ice Cream (Chocolate) 80ml | Revello Dark Chocolate 100g,KVC Tomato Sauce400g,0.010313180054877472,0.990909090909091,58.50792280345354,0.01013691025139252,108.13700444696816
2,1996,"1516, 2928",KVC Tomato Sauce400g,E/H Ice Cream (Chocolate) 80ml | Revello Dark Chocolate 100g,0.010313180054877472,0.6089385474860336,58.50792280345354,0.01013691025139252,2.53052863495668
3,"1098, 3059",1153,Rathmal Baby Soap 75g | Signal Clove & Ginger Toothpaste 120g,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9953488372093023,58.443565891472865,0.009950721354852143,211.33834799886523
4,"1102, 3059",1153,Baby Milk Soap 75g | Signal Clove & Ginger Toothpaste 120g,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9953488372093023,58.443565891472865,0.009950721354852143,211.33834799886523
5,1153,"1098, 3059",Sunsilk Shampoo (Almond)180ml,Rathmal Baby Soap 75g | Signal Clove & Ginger Toothpaste 120g,0.010123947393320088,0.5944444444444444,58.443565891472865,0.009950721354852143,2.4406736164305793
6,1153,"1102, 3059",Sunsilk Shampoo (Almond)180ml,Baby Milk Soap 75g | Signal Clove & Ginger Toothpaste 120g,0.010123947393320088,0.5944444444444444,58.443565891472865,0.009950721354852143,2.4406736164305793
7,1996,"1516, 1822",KVC Tomato Sauce400g,E/H Ice Cream (Chocolate) 80ml | CBL Sun Cracker 95g,0.010313180054877472,0.6089385474860336,58.24318107131121,0.010136109025013045,2.53040766121947
8,"1516, 1822",1996,E/H Ice Cream (Chocolate) 80ml | CBL Sun Cracker 95g,KVC Tomato Sauce400g,0.010313180054877472,0.9864253393665158,58.243181071311206,0.010136109025013045,72.41902419024156
9,"1602, 3059",1153,Godrej Hair Colour Shampoo 10ml | Signal Clove & Ginger Toothpaste 120g,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9907407407407408,58.1729938271605,0.009949915652347641,106.16065852966302
10,"1098, 1602",1153,Rathmal Baby Soap 75g | Godrej Hair Colour Shampoo 10ml,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9907407407407408,58.1729938271605,0.009949915652347641,106.16065852966302
11,"1098, 1102",1153,Rathmal Baby Soap 75g | Baby Milk Soap 75g,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9907407407407408,58.1729938271605,0.009949915652347641,106.16065852966302
12,1153,"1602, 3059",Sunsilk Shampoo (Almond)180ml,Godrej Hair Colour Shampoo 10ml | Signal Clove & Ginger Toothpaste 120g,0.010123947393320088,0.5944444444444444,58.1729938271605,0.009949915652347641,2.4405569661597566
13,1153,"1098, 1602",Sunsilk Shampoo (Almond)180ml,Rathmal Baby Soap 75g | Godrej Hair Colour Shampoo 10ml,0.010123947393320088,0.5944444444444444,58.1729938271605,0.009949915652347641,2.4405569661597566
14,1153,"1098, 1102",Sunsilk Shampoo (Almond)180ml,Rathmal Baby Soap 75g | Baby Milk Soap 75g,0.010123947393320088,0.5944444444444444,58.1729938271605,0.009949915652347641,2.4405569661597566
15,"1822, 2928",1996,CBL Sun Cracker 95g | Revello Dark Chocolate 100g,KVC Tomato Sauce400g,0.010313180054877472,0.981981981981982,57.98082439981882,0.010135307798633567,54.5600340618793
16,1996,"1822, 2928",KVC Tomato Sauce400g,CBL Sun Cracker 95g | Revello Dark Chocolate 100g,0.010313180054877472,0.6089385474860336,57.98082439981882,0.010135307798633567,2.5302866874822603
17,"1102, 1602",1153,Baby Milk Soap 75g | Godrej Hair Colour Shampoo 10ml,Sunsilk Shampoo (Almond)180ml,0.010123947393320088,0.9861751152073734,57.90491551459294,0.00994910994984314,71.10142870659564
18,1153,"1102, 1602",Sunsilk Shampoo (Almond)180ml,Baby Milk Soap 75g | Godrej Hair Colour Shampoo 10ml,0.010123947393320088,0.5944444444444444,57.904915514592936,0.00994910994984314,2.4404403158889334
19,"2036, 3180",2961,Prima Instant Noodles 345g | Edinborouah Dark Soya Sauce 600ml,CocaCola Zero 1050ml,0.010455104551045511,1.0,57.75409836065573,0.010274076626658973,inf
20,2961,"2036, 3180",CocaCola Zero 1050ml,Prima Instant Noodles 345g | Edinborouah Dark Soya Sauce 600ml,0.010455104551045511,0.6038251366120219,57.75409836065573,0.010274076626658973,2.497747805064258
