period_type,period_start,period_end,period_label,bundle_rank,bundle_id,product_count,product_ids,product_names,categories,movement_labels,fast_product_count,medium_product_count,slow_product_count,fp_growth_support,avg_pair_confidence,avg_pair_lift,graph_density,test_exact_support,test_attachment_rate,test_average_overlap,test_lift,seasonal_demand_score,period_bundle_score,normal_bundle_retail_price,estimated_bundle_cost,normal_bundle_profit,suggested_discount_pct,promo_bundle_price,promo_bundle_profit,promo_profit_margin,estimated_bundle_retail_price,estimated_bundle_profit,insight,source
day,2027-07-15,2027-07-15,15 July 2027,10,102,5,"1449,1854,2056,2378,2380",Milo Drink 180ml|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Red Bull 355ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.032851800470474694,0.7150988600393362,14.24053789155454,1.0,0.0002358490566037736,0.034669811320754716,0.2785377358490566,9384.741544147095,0.0043348009188361415,0.8685923068966415,1500.0,1277.57,222.43,0.0695,1395.76,118.19,0.0847,1395.76,118.19,4 fast + 0 medium + 1 slow products; seasonally ranked for 15 July 2027.,adaptive_fp_growth_fast_slow
day,2027-07-15,2027-07-15,15 July 2027,11,99,6,"1449,1478,1854,2056,2378,3066",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|MD WoodApple Jam 300g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,0.8666666666666667,0.0002358490566037736,0.03514150943396226,0.35283018867924526,218977.30269676558,0.0041682618683001535,0.8666194384842175,1580.0,1454.51,125.49,0.0058,1570.87,116.36,0.0741,1570.87,116.36,5 fast + 0 medium + 1 slow products; seasonally ranked for 15 July 2027.,adaptive_fp_growth_fast_slow
day,2027-07-15,2027-07-15,15 July 2027,12,274,6,"1593,2002,2172,2280,2344,2861",My Doc Hand Sanitizer 150ml|Ocean Star Canned Fish 425g|Wijaya Curry Powder 250g|Araliya Premium Nadu Rice 1kg|Coconut Oil 750ml (loose)|Coconut Milk 500ml,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03024290118966943,0.7087480684735165,15.760962067178973,1.0,0.0,0.03231132075471698,0.21556603773584906,0.0,0.004095680193976519,0.8660242313723358,2200.0,2006.0,194.0,0.0152,2166.48,160.48,0.0741,2166.48,160.48,5 fast + 0 medium + 1 slow products; seasonally ranked for 15 July 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,1,2,6,"1451,1854,2019,2046,2069,2478",Sustagen 400g|CBL Nice Biscuits  100g|Harischandra Noodles 400g|Edinborough Tomato Sauce 375g|CocaCola 1.5L|Ritzbury Chocolate (Peanut) 45g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.027741854357309276,0.7136255520272787,17.12537590606319,1.0,0.0,0.04929245283018868,0.3259433962264151,0.0,0.004352678571428572,0.9084779209353323,4790.0,4331.05,458.95,0.0235,4677.53,346.48,0.0741,4677.53,346.48,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,2,51,6,"1122,1449,1478,1854,2056,2378",Vaseline Sun+ 100ml|Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.35259433962264153,291969.7369290208,0.004920419254658385,0.8957783575093747,2190.0,1959.13,230.87,0.0339,2115.86,156.73,0.0741,2115.86,156.73,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,3,75,6,"1478,2056,2114,2172,2280,2344",White Sugar 1kg (Pkt)|Maggi Coconut Milk Powder 125g|Kandos Choconuts 70g|Wijaya Curry Powder 250g|Araliya Premium Nadu Rice 1kg|Coconut Oil 750ml (loose),Cooking Essentials|Dairy & Chilled|General Grocery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast|Fast,5,0,1,0.01810088633781257,0.5166282143141184,11.994636998508588,0.8666666666666667,0.0,0.03349056603773585,0.27264150943396226,0.0,0.0052875905797101445,0.8887109629010407,1830.0,1687.0,143.0,0.0044,1821.96,134.96,0.0741,1821.96,134.96,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,4,49,6,"1123,1449,1478,1854,2056,2378",Vaseline Cocoa 100ml|Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35283018867924526,0.0,0.004920419254658385,0.8885113016917647,2020.0,1904.51,115.49,0.0,2020.0,115.49,0.0572,2020.0,115.49,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,5,46,6,"1449,1478,1854,2056,2378,3019",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Vaseline Kiss of Petals 100ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.35400943396226414,97323.24564300693,0.004920419254658385,0.8884085697735257,1800.0,1618.52,181.48,0.0289,1748.0,129.48,0.0741,1748.0,129.48,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,6,47,6,"1449,1478,1854,2056,2378,2380",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Red Bull 355ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.3535377358490566,125129.8872552946,0.004920419254658385,0.8846464078238402,1750.0,1507.57,242.43,0.0653,1635.81,128.24,0.0784,1635.81,128.24,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,7,103,5,"1123,1449,1854,2056,2378",Vaseline Cocoa 100ml|Milo Drink 180ml|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery,Slow|Fast|Fast|Fast|Fast,4,0,1,0.032851800470474694,0.7150988600393362,14.24053789155454,1.0,0.0,0.034669811320754716,0.2778301886792453,0.0,0.005122282608695652,0.8696684153872076,1770.0,1674.51,95.49,0.0,1770.0,95.49,0.0539,1770.0,95.49,4 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,8,50,6,"1449,1478,1854,2056,2378,2865",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Zero Cola 400ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35306603773584905,0.0,0.004920419254658385,0.8696605194590603,1400.0,1276.51,123.49,0.0153,1378.63,102.12,0.0741,1378.63,102.12,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,9,99,6,"1449,1478,1854,2056,2378,3066",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|MD WoodApple Jam 300g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,0.8666666666666667,0.0002358490566037736,0.03514150943396226,0.35283018867924526,218977.30269676558,0.004920419254658385,0.8684194384842175,1580.0,1454.51,125.49,0.0058,1570.87,116.36,0.0741,1570.87,116.36,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,10,134,6,"1122,2003,2008,2056,2170,2279",Vaseline Sun+ 100ml|Ocean Star Canned Fish 155g|Marina Coconut Oil 350ml|Maggi Coconut Milk Powder 125g|Wijaya Curry Powder 50g|Araliya Premium Samba Rice 1kg,"Cooking Essentials|Dairy & Chilled|General Grocery|Meat, Fish & Frozen|Staples & Dry Groceries",Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.03139936063695036,0.794680764780198,19.262274462253544,1.0,0.0,0.03207547169811321,0.24599056603773584,0.0,0.00485733695652174,0.8684088321195236,1922.0,1731.62,190.38,0.027,1870.15,138.53,0.0741,1870.15,138.53,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,11,52,6,"1449,1478,1614,1854,2056,2378",Milo Drink 180ml|White Sugar 1kg (Pkt)|Bic 3|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35235849056603774,0.0,0.005187305900621117,0.867777276534532,1300.0,1182.51,117.49,0.0176,1277.11,94.6,0.0741,1277.11,94.6,5 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
week,2027-07-12,2027-07-18,12 Jul 2027 - 18 Jul 2027,12,101,5,"1449,1854,2056,2378,3019",Milo Drink 180ml|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Vaseline Kiss of Petals 100ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery,Fast|Fast|Fast|Fast|Slow,4,0,1,0.032851800470474694,0.7150988600393362,14.24053789155454,1.0,0.0002358490566037736,0.034669811320754716,0.27900943396226413,7299.243423225519,0.005122282608695652,0.8674349012362641,1550.0,1388.52,161.48,0.0325,1499.6,111.08,0.0741,1499.6,111.08,4 fast + 0 medium + 1 slow products; seasonally ranked for 12 Jul 2027 - 18 Jul 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,1,2,6,"1451,1854,2019,2046,2069,2478",Sustagen 400g|CBL Nice Biscuits  100g|Harischandra Noodles 400g|Edinborough Tomato Sauce 375g|CocaCola 1.5L|Ritzbury Chocolate (Peanut) 45g,Cooking Essentials|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.027741854357309276,0.7136255520272787,17.12537590606319,1.0,0.0,0.04929245283018868,0.3259433962264151,0.0,0.00409330695680844,0.9162779209353322,4790.0,4331.05,458.95,0.0235,4677.53,346.48,0.0741,4677.53,346.48,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,2,51,6,"1122,1449,1478,1854,2056,2378",Vaseline Sun+ 100ml|Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.35259433962264153,291969.7369290208,0.004323689416419387,0.8990783575093748,2190.0,1959.13,230.87,0.0339,2115.86,156.73,0.0741,2115.86,156.73,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,3,46,6,"1449,1478,1854,2056,2378,3019",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Vaseline Kiss of Petals 100ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.35400943396226414,97323.24564300693,0.004346356742499176,0.8932085697735256,1800.0,1618.52,181.48,0.0289,1748.0,129.48,0.0741,1748.0,129.48,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,4,49,6,"1123,1449,1478,1854,2056,2378",Vaseline Cocoa 100ml|Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35283018867924526,0.0,0.004323689416419387,0.8918113016917646,2020.0,1904.51,115.49,0.0,2020.0,115.49,0.0572,2020.0,115.49,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,5,47,6,"1449,1478,1854,2056,2378,2380",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Red Bull 355ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0002358490566037736,0.03514150943396226,0.3535377358490566,125129.8872552946,0.004391691394658752,0.8915464078238401,1750.0,1507.57,242.43,0.0653,1635.81,128.24,0.0784,1635.81,128.24,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,6,75,6,"1478,2056,2114,2172,2280,2344",White Sugar 1kg (Pkt)|Maggi Coconut Milk Powder 125g|Kandos Choconuts 70g|Wijaya Curry Powder 250g|Araliya Premium Nadu Rice 1kg|Coconut Oil 750ml (loose),Cooking Essentials|Dairy & Chilled|General Grocery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast|Fast,5,0,1,0.01810088633781257,0.5166282143141184,11.994636998508588,0.8666666666666667,0.0,0.03349056603773585,0.27264150943396226,0.0,0.004192218925156611,0.8797109629010406,1830.0,1687.0,143.0,0.0044,1821.96,134.96,0.0741,1821.96,134.96,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,7,50,6,"1449,1478,1854,2056,2378,2865",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|Zero Cola 400ml,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35306603773584905,0.0,0.004346356742499176,0.8744605194590603,1400.0,1276.51,123.49,0.0153,1378.63,102.12,0.0741,1378.63,102.12,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,8,99,6,"1449,1478,1854,2056,2378,3066",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g|MD WoodApple Jam 300g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,0.8666666666666667,0.0002358490566037736,0.03514150943396226,0.35283018867924526,218977.30269676558,0.004369024068578965,0.8744194384842175,1580.0,1454.51,125.49,0.0058,1570.87,116.36,0.0741,1570.87,116.36,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,9,52,6,"1449,1478,1614,1854,2056,2378",Milo Drink 180ml|White Sugar 1kg (Pkt)|Bic 3|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Slow|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,1.0,0.0,0.03514150943396226,0.35235849056603774,0.0,0.004414358720738542,0.868677276534532,1300.0,1182.51,117.49,0.0176,1277.11,94.6,0.0741,1277.11,94.6,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,10,98,6,"1125,1449,1478,1854,2056,2378",Vaseline Healthy 100ml|Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Slow|Fast|Fast|Fast|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,0.8666666666666667,0.0,0.03514150943396226,0.3535377358490566,0.0,0.004369024068578965,0.8673945446162931,1440.0,1309.51,130.49,0.0179,1414.27,104.76,0.0741,1414.27,104.76,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,11,81,6,"1416,1479,1564,1836,1853,3152",Highland  Vanilla Milk 180ml|White Sugar 1kg|Watawala Tea 100g|Maliban Ginger Biscuit 370g|CBL Ginger Biscuits 400g|GreenLand Button Mushrooms 425g,Beverages|Cooking Essentials|Dairy & Chilled|General Grocery|Staples & Dry Groceries,Fast|Fast|Fast|Fast|Fast|Slow,5,0,1,0.032202781124125744,0.756268736807968,16.702566482033365,1.0,0.0,0.03018867924528302,0.24528301886792453,0.0,0.0038843554236729313,0.8654167855665316,1955.0,1799.38,155.62,0.006,1943.33,143.95,0.0741,1943.33,143.95,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
month,2027-07-01,2027-07-31,July 2027,12,144,6,"1449,1478,1854,1993,2056,2378",Milo Drink 180ml|White Sugar 1kg (Pkt)|CBL Nice Biscuits  100g|Edinborough Lime Seasoning200ml|Maggi Coconut Milk Powder 125g|Zesta Tea (BOPF) 390g,Beverages|Dairy & Chilled|General Grocery|Snacks & Confectionery|Staples & Dry Groceries,Fast|Fast|Fast|Slow|Fast|Fast,5,0,1,0.029290265141753057,0.6546473770909531,12.722579070180304,0.8,0.0,0.03514150943396226,0.35283018867924526,0.0,0.004437026046818331,0.8648831648993117,1470.0,1314.51,155.49,0.0342,1419.67,105.16,0.0741,1419.67,105.16,5 fast + 0 medium + 1 slow products; seasonally ranked for July 2027.,adaptive_fp_growth_fast_slow
